"String ID","Source text","Translation","Context","Path","Filename"
"1","P","피","","BETAFLIGHT","p.wav"
"2","I","아이","","BETAFLIGHT","i.wav"
"3","D","디","","BETAFLIGHT","d.wav"
"4","D setpoint","디 설정값","","BETAFLIGHT","dsetpt.wav"
"5","acro mode","아크로 모드 (수동 3D 비행)","","INAV","acromd.wav"
"6","active","활성화됨","","INAV","active.wav"
"7","altitude hold","고도 유지","","INAV","althld.wav"
"8","angle mode","앵글 모드 (수평 자동 조정 모드)","","INAV","anglmd.wav"
"9","battery critical","배터리 심각","","INAV","batcrt.wav"
"10","Low battery","배터리 부족","","INAV","batlow.wav"
"11","battery","배터리","","INAV","battry.wav"
"12","cruise mode","크루즈 모드","","INAV","cruzmd.wav"
"13","danger","위험","","INAV","danger.wav"
"14","engines armed","모터 작동됨","","INAV","engarm.wav"
"15","engines disarmed","모터 정지됨","","INAV","engdrm.wav"
"16","failsafe off","비상 보호 기능 꺼짐","","INAV","fsoff.wav"
"17","failsafe on","비상 보호 기능 켜짐","","INAV","fson.wav"
"18","good","양호","","INAV","good.wav"
"19","GPS","GPS","","INAV","gps.wav"
"20","heading hold active","방향 유지 활성화","","INAV","hedhlda.wav"
"21","heading hold","방향 유지","","INAV","hedhld.wav"
"22","headfree active","방향 고정 모드 켜짐","","INAV","hfact.wav"
"23","headfree off","방향 고정 모드 꺼짐","","INAV","hfoff.wav"
"24","home reset","홈 위치 재설정","","INAV","homrst.wav"
"25","horizon mode","수평 유지 모드","","INAV","hrznmd.wav"
"26","lost","신호 손실","","INAV","lost.wav"
"27","manual mode","수동 모드","","INAV","manmd.wav"
"28","normal","일반","","INAV","normal.wav"
"29","off","꺼짐","","INAV","off.wav"
"30","on","켜짐","","INAV","on.wav"
"31","position hold","위치 유지","","INAV","poshld.wav"
"32","ready to fly","비행 준비 완료","","INAV","ready.wav"
"33","return to launch","출발 지점으로 복귀","","INAV","rtl.wav"
"34","too high","너무 높음","","INAV","toohgh.wav"
"35","warning","경고","","INAV","warnng.wav"
"36","waypoint","경유 지점","","INAV","waypt.wav"
"37","acro flight mode","곡예 비행 모드","","YAAPU","acro.wav"
"38","Acro mode","곡예 모드","","YAAPU","acro_r.wav"
"39","Altitude","고도","","YAAPU","alt.wav"
"40","Altitude hold flight mode","고도 유지 비행 모드","","YAAPU","althold.wav"
"41","Motors armed","모터 작동됨","","YAAPU","armed.wav"
"42","Auto flight mode","자동 비행 모드","","YAAPU","auto.wav"
"43","Auto mode","자동 모드","","YAAPU","auto_r.wav"
"44","Auto RTL flight mode","자동 복귀 비행 모드","","YAAPU","autortl.wav"
"45","Autotune enabled","자동 튜닝 활성화됨","","YAAPU","autotune.wav"
"46","Avoid A D S B flight mode","ADS-B 장애물 회피 모드","","YAAPU","avoidadsb.wav"
"47","Battery at 5 percent","배터리 5%","","YAAPU","bat5.wav"
"48","Battery at 10 percent","배터리 10%","","YAAPU","bat10.wav"
"49","Battery at 15 percent","배터리 15%","","YAAPU","bat15.wav"
"50","Battery at 20 percent","배터리 20%","","YAAPU","bat20.wav"
"51","Battery at 25 percent","배터리 25%","","YAAPU","bat25.wav"
"52","Battery at 30 percent","배터리 30%","","YAAPU","bat30.wav"
